time_slots,ASSEofficiel,OL,ClermontFoot,MontpellierHSC,OM_Officiel,ogcnice,AS_Monaco,estac_officiel,girondins,psg_inside,StadeDeReims,FCMetz,RCSA,AngersSCO,FCNantes,staderennais,RCLens,losclive,FCLorient,SB29
2022-01-30T12:00:00.000Z,45,372,1,27,331,23,60,16,578,381,7,1,10,1,6,15,39,11,14,14
2022-01-30T13:00:00.000Z,61,233,1,50,336,31,57,8,349,214,20,1,15,13,8,4,21,26,9,23
2022-01-30T14:00:00.000Z,47,338,1,26,283,14,22,4,187,228,6,1,11,16,1,21,8,28,2,14
2022-01-30T15:00:00.000Z,58,469,1,35,171,20,34,14,138,193,6,2,40,59,5,13,11,2,28,23
2022-01-30T16:00:00.000Z,191,3513,6,40,168,13,36,36,76,160,6,27,30,12,6,10,13,11,30,14
2022-01-30T17:00:00.000Z,191,1242,9,13,362,37,54,11,140,369,5,12,7,34,2,20,16,7,17,13
2022-01-30T18:00:00.000Z,245,604,10,15,307,74,63,13,1330,465,15,6,33,19,7,18,64,1,13,22
2022-01-30T19:00:00.000Z,1350,474,15,15,164,35,308,13,526,466,4,35,78,30,12,8,195,12,13,11
2022-01-30T20:00:00.000Z,347,292,4,13,143,32,540,59,467,396,3,16,27,18,6,11,592,10,7,10
2022-01-30T21:00:00.000Z,159,175,2,9,82,13,612,13,258,329,6,16,12,7,5,12,509,6,1,2
2022-01-30T22:00:00.000Z,89,427,2,6,128,28,509,12,148,309,2,7,8,3,1,0,215,8,6,2
2022-01-30T23:00:00.000Z,41,287,4,3,62,10,230,3,95,123,3,3,4,4,1,1,39,4,4,1
2022-01-31T00:00:00.000Z,19,86,0,0,40,7,60,5,42,60,0,1,3,1,2,0,14,5,2,0
2022-01-31T01:00:00.000Z,12,48,0,1,20,2,37,1,19,45,0,0,1,1,0,0,3,0,0,0
2022-01-31T02:00:00.000Z,10,33,0,0,10,0,32,1,9,42,0,1,1,1,1,1,5,0,0,0
2022-01-31T03:00:00.000Z,4,33,0,2,12,1,20,0,3,35,0,0,0,1,1,1,5,0,0,2
2022-01-31T04:00:00.000Z,7,24,1,2,14,2,26,2,10,42,0,0,0,0,1,0,1,1,0,0
2022-01-31T05:00:00.000Z,12,46,0,1,39,1,43,9,22,18,5,0,2,3,1,0,10,2,0,0
2022-01-31T06:00:00.000Z,43,106,2,1,31,6,58,14,67,65,38,8,8,7,2,3,36,2,0,3
2022-01-31T07:00:00.000Z,50,85,3,3,52,37,72,6,96,55,6,14,11,3,2,3,33,2,4,0
2022-01-31T08:00:00.000Z,63,273,0,9,194,178,60,4,71,260,10,10,12,2,5,10,25,5,7,2
2022-01-31T09:00:00.000Z,38,162,4,2,213,97,62,32,144,175,21,16,15,13,7,15,25,9,6,3
2022-01-31T10:00:00.000Z,45,218,2,1,145,301,65,16,146,318,27,72,3,10,22,7,17,27,8,3
2022-01-31T11:00:00.000Z,55,413,3,7,229,237,94,20,137,351,7,31,22,12,29,16,46,50,50,2
2022-01-31T12:00:00.000Z,95,326,35,5,289,156,59,6,96,234,12,10,11,3,6,5,24,64,14,1
2022-01-31T13:00:00.000Z,63,708,45,6,166,94,40,13,62,167,8,16,6,5,11,19,38,20,6,3
2022-01-31T14:00:00.000Z,60,329,66,3,148,132,48,12,239,195,19,8,10,0,16,14,32,24,17,0
2022-01-31T15:00:00.000Z,415,5140,7,2,174,128,40,10,527,254,20,29,3,27,44,5,16,33,27,371
2022-01-31T16:00:00.000Z,187,3200,16,0,127,81,53,7,174,246,9,23,4,15,23,8,27,23,31,141
2022-01-31T17:00:00.000Z,124,1702,28,5,114,82,36,19,101,277,6,30,12,4,20,106,76,140,99,109
2022-01-31T18:00:00.000Z,126,983,8,14,142,131,49,5,173,631,20,23,20,17,17,31,55,55,41,176
2022-01-31T19:00:00.000Z,135,1550,8,10,212,324,52,19,262,1463,88,140,12,26,22,89,24,104,81,678
2022-01-31T20:00:00.000Z,91,1259,14,3,1400,214,120,7,609,1743,13,75,12,19,146,197,5,94,189,1429
2022-01-31T21:00:00.000Z,71,804,6,2,889,212,55,8,334,2185,14,56,13,8,53,148,16,71,222,5312
2022-01-31T22:00:00.000Z,302,1081,247,2,950,2119,62,197,1878,4843,14,54,6,7,44,49,11,525,211,1734
2022-01-31T23:00:00.000Z,148,317,69,0,272,913,15,15,382,950,3,7,1,5,17,21,3,68,50,794
2022-02-01T00:00:00.000Z,32,109,4,12,59,227,9,2,97,223,0,3,1,0,5,7,2,18,23,334
2022-02-01T01:00:00.000Z,2,69,2,1,51,87,1,5,65,159,8,2,2,1,0,3,1,7,3,180
2022-02-01T02:00:00.000Z,8,25,5,0,30,75,4,4,36,84,1,2,0,0,3,2,0,1,3,132
2022-02-01T03:00:00.000Z,4,42,1,0,24,33,0,2,19,97,0,0,0,0,3,3,1,3,3,75
2022-02-01T04:00:00.000Z,7,54,2,0,30,90,0,4,47,125,1,2,0,0,3,3,1,6,5,73
2022-02-01T05:00:00.000Z,10,46,12,1,65,84,5,1,57,146,1,4,1,0,2,6,2,7,13,90
2022-02-01T06:00:00.000Z,23,78,9,0,115,206,9,1,91,297,3,12,2,1,14,9,7,31,15,174
2022-02-01T07:00:00.000Z,27,96,15,0,490,183,16,3,75,320,9,13,8,19,9,20,11,25,26,232
2022-02-01T08:00:00.000Z,31,207,14,3,299,155,36,15,108,497,7,16,1,5,10,20,5,20,27,263
2022-02-01T09:00:00.000Z,29,248,4,4,448,171,14,7,140,321,2,16,4,13,15,10,13,26,22,253
2022-02-01T10:00:00.000Z,100,169,1,6,636,169,15,3,159,347,8,12,3,6,23,19,11,13,22,237
2022-02-01T11:00:00.000Z,48,315,4,7,690,178,29,22,164,403,2,17,16,3,23,17,2,56,23,248
2022-02-01T12:00:00.000Z,16,323,5,3,384,120,20,4,134,291,7,28,11,8,7,22,6,37,34,829
2022-02-01T13:00:00.000Z,22,325,6,6,351,120,33,5,113,257,10,11,2,2,12,16,3,12,17,735
2022-02-01T14:00:00.000Z,43,316,3,10,249,77,24,2,133,440,5,1,12,5,17,7,2,9,5,620
2022-02-01T15:00:00.000Z,65,248,12,9,378,95,30,8,125,340,6,6,7,3,10,2,3,14,16,1249
2022-02-01T16:00:00.000Z,62,394,26,37,408,103,26,13,172,278,8,37,5,7,8,91,77,9,14,1162
2022-02-01T17:00:00.000Z,47,311,21,15,351,58,20,11,125,183,1,36,6,10,11,30,28,18,9,1178
2022-02-01T18:00:00.000Z,90,649,13,25,801,91,30,29,106,155,1,25,10,24,7,16,33,40,23,750
2022-02-01T19:00:00.000Z,55,1401,9,12,1412,50,43,26,116,175,3,19,6,34,6,10,21,32,25,550
2022-02-01T20:00:00.000Z,42,1336,3,10,1650,44,25,4,87,174,5,16,4,19,6,22,11,25,18,435
2022-02-01T21:00:00.000Z,21,5479,7,7,4225,43,25,5,68,111,1,7,4,3,7,13,23,12,12,335
2022-02-01T22:00:00.000Z,12,7764,4,3,2807,61,23,1,67,113,17,3,2,2,5,31,16,2,11,235
2022-02-01T23:00:00.000Z,8,2356,1,5,582,32,4,2,27,31,1,6,2,1,0,10,6,3,5,341
2022-02-02T00:00:00.000Z,2,848,2,1,207,7,3,1,12,36,1,1,3,1,2,4,2,0,7,210
2022-02-02T01:00:00.000Z,6,353,0,1,92,4,1,1,21,27,0,0,0,0,0,2,1,2,3,76
2022-02-02T02:00:00.000Z,0,225,0,0,73,8,2,0,4,32,0,0,0,1,0,2,0,1,2,78
2022-02-02T03:00:00.000Z,1,175,1,1,41,5,3,2,4,11,1,1,1,2,1,1,0,3,3,43
2022-02-02T04:00:00.000Z,5,183,0,1,38,1,0,0,4,21,0,0,1,0,0,0,0,1,3,32
2022-02-02T05:00:00.000Z,3,375,1,1,92,6,0,0,3,12,1,0,0,0,1,2,0,0,0,53
2022-02-02T06:00:00.000Z,11,872,3,3,217,9,2,0,42,34,2,4,5,0,1,5,3,6,1,104
2022-02-02T07:00:00.000Z,14,884,3,2,288,20,5,3,34,35,2,7,1,1,4,1,9,7,13,127
2022-02-02T08:00:00.000Z,12,937,0,10,260,25,8,3,42,71,8,6,2,2,1,24,5,18,2,138
2022-02-02T09:00:00.000Z,14,913,4,21,252,63,17,10,79,102,3,11,16,0,8,25,9,12,10,232
2022-02-02T10:00:00.000Z,89,690,2,19,257,99,38,9,58,111,6,10,14,8,13,9,17,27,11,285
2022-02-02T11:00:00.000Z,30,853,15,18,371,64,32,11,70,69,27,38,5,3,11,26,23,113,11,495
2022-02-02T12:00:00.000Z,69,611,5,14,255,22,47,8,48,76,14,11,2,2,17,31,17,37,17,673
2022-02-02T13:00:00.000Z,116,431,2,15,132,34,44,1,38,57,3,11,11,3,5,25,20,48,20,342
2022-02-02T14:00:00.000Z,80,788,9,11,102,54,58,3,68,156,8,12,10,2,7,19,15,55,6,220
2022-02-02T15:00:00.000Z,57,504,6,7,103,45,32,0,43,247,5,7,11,3,19,9,11,43,3,297
2022-02-02T16:00:00.000Z,78,396,2,27,174,41,75,39,68,163,4,26,7,15,5,13,10,48,10,244
2022-02-02T17:00:00.000Z,79,315,4,9,208,54,63,10,65,241,16,24,12,13,7,9,9,301,4,300
2022-02-02T18:00:00.000Z,38,238,1,0,275,33,49,11,399,119,10,16,10,14,7,30,9,154,4,400
2022-02-02T19:00:00.000Z,43,224,0,5,141,43,70,14,351,115,6,12,12,2,3,30,13,83,8,207
2022-02-02T20:00:00.000Z,46,150,0,8,123,27,34,9,214,110,7,12,4,9,4,23,12,78,7,173
2022-02-02T21:00:00.000Z,44,123,0,7,696,25,13,8,121,136,1,30,3,4,3,23,30,59,4,192
2022-02-02T22:00:00.000Z,24,91,0,5,295,11,18,0,62,71,1,10,4,0,0,25,3,32,9,132
2022-02-02T23:00:00.000Z,21,54,0,2,166,9,6,1,30,61,1,6,3,0,0,8,3,24,1,90
2022-02-03T00:00:00.000Z,2,82,0,2,113,9,2,5,16,44,0,1,0,0,0,3,0,29,0,94
2022-02-03T01:00:00.000Z,2,22,1,6,53,6,2,0,14,51,0,3,1,0,1,2,4,15,2,38
2022-02-03T02:00:00.000Z,3,33,0,1,23,1,2,1,8,45,0,0,1,0,0,2,1,12,1,30
2022-02-03T03:00:00.000Z,1,18,0,2,21,2,4,0,14,8,0,0,3,0,0,2,1,13,0,14
2022-02-03T04:00:00.000Z,7,16,0,2,17,1,2,0,16,18,0,0,0,0,0,4,0,10,0,9
2022-02-03T05:00:00.000Z,5,20,0,0,23,0,2,0,16,41,1,3,0,0,0,6,0,11,0,33
2022-02-03T06:00:00.000Z,15,56,0,1,62,2,5,2,38,36,2,6,0,2,0,19,0,44,0,52
2022-02-03T07:00:00.000Z,18,127,1,1,105,12,3,5,40,54,1,9,2,6,4,31,5,55,7,52
2022-02-03T08:00:00.000Z,16,84,2,6,72,12,10,1,71,42,8,6,5,1,7,26,6,82,2,67
2022-02-03T09:00:00.000Z,16,124,1,1,90,5,20,26,49,112,3,9,8,2,2,18,10,81,12,82
2022-02-03T10:00:00.000Z,36,116,5,6,59,13,30,30,75,85,2,12,12,0,6,18,35,80,9,47
2022-02-03T11:00:00.000Z,42,159,4,10,184,48,37,12,52,79,2,12,13,6,12,28,23,69,5,90
2022-02-03T12:00:00.000Z,41,229,5,11,144,119,43,17,72,86,3,9,8,5,7,20,17,64,5,88
2022-02-03T13:00:00.000Z,20,156,0,19,101,77,50,12,79,65,5,21,1,7,16,10,13,57,24,67
2022-02-03T14:00:00.000Z,13,102,6,4,80,59,217,5,46,375,2,15,12,18,12,8,0,20,17,90
2022-02-03T15:00:00.000Z,15,84,8,4,80,30,63,6,78,391,1,10,5,25,67,7,13,58,11,609
2022-02-03T16:00:00.000Z,25,161,5,7,89,25,47,2,153,346,10,4,22,8,66,8,17,59,3,412
2022-02-03T17:00:00.000Z,36,155,1,6,84,47,113,3,108,652,24,7,6,6,42,10,6,38,33,334
2022-02-03T18:00:00.000Z,30,105,1,14,388,29,65,2,122,266,17,6,6,24,22,3,16,21,19,264
2022-02-03T19:00:00.000Z,44,128,4,3,158,41,69,2,60,209,124,9,6,24,19,12,6,63,17,151
2022-02-03T20:00:00.000Z,11,87,0,10,133,26,61,3,46,163,33,35,5,7,13,12,4,40,22,176
2022-02-03T21:00:00.000Z,30,40,0,3,116,3,43,2,35,130,17,12,1,11,6,5,2,23,7,143
2022-02-03T22:00:00.000Z,21,56,0,1,87,8,16,6,28,113,11,12,3,8,1,11,4,21,8,112
2022-02-03T23:00:00.000Z,11,30,1,0,52,5,21,0,16,77,8,5,4,2,9,2,1,19,2,75
2022-02-04T00:00:00.000Z,12,5,0,1,24,2,4,0,12,43,3,2,0,4,0,0,2,5,3,53
2022-02-04T01:00:00.000Z,2,13,0,3,17,2,6,0,4,44,1,1,1,1,0,0,2,2,1,31
2022-02-04T02:00:00.000Z,6,10,0,0,8,1,0,1,3,49,1,0,0,1,0,2,1,3,0,22
2022-02-04T03:00:00.000Z,2,3,0,0,11,1,5,0,3,16,4,0,1,2,0,1,0,1,2,14
2022-02-04T04:00:00.000Z,3,5,0,0,8,1,3,0,5,18,0,0,1,1,1,0,0,2,0,19
2022-02-04T05:00:00.000Z,14,11,0,1,21,2,5,0,8,16,5,2,0,2,1,0,1,10,2,18
2022-02-04T06:00:00.000Z,27,23,0,2,43,10,17,1,42,44,35,2,3,1,0,4,2,17,10,20
2022-02-04T07:00:00.000Z,24,29,1,7,196,11,25,1,28,41,12,2,2,10,1,8,28,8,5,41
2022-02-04T08:00:00.000Z,27,50,0,12,107,15,28,1,39,73,12,2,4,22,2,5,18,21,3,42
2022-02-04T09:00:00.000Z,35,47,0,11,108,52,29,6,21,44,10,5,0,20,4,91,37,50,22,53
2022-02-04T10:00:00.000Z,21,54,8,7,92,26,37,3,64,48,4,7,2,29,9,57,41,323,24,147
2022-02-04T11:00:00.000Z,16,71,4,7,112,32,37,3,83,85,19,22,2,30,13,87,30,155,25,189
2022-02-04T12:00:00.000Z,17,97,6,6,71,32,46,7,40,518,18,23,3,23,6,38,30,105,16,123
2022-02-04T13:00:00.000Z,32,55,1,6,553,28,21,9,1424,360,21,21,7,9,6,32,76,84,9,138
2022-02-04T14:00:00.000Z,15,38,1,4,249,25,30,13,558,214,13,26,17,7,13,44,30,82,8,49
2022-02-04T15:00:00.000Z,91,106,6,12,195,52,14,2,264,368,13,7,19,15,8,83,34,53,10,64
2022-02-04T16:00:00.000Z,89,113,2,22,194,37,20,8,146,255,15,18,18,51,18,48,32,41,7,81
2022-02-04T17:00:00.000Z,56,105,4,18,198,30,27,8,78,189,15,19,17,25,20,43,41,36,11,191
2022-02-04T18:00:00.000Z,140,89,7,14,764,36,66,6,54,149,32,6,9,71,2,28,14,31,3,99
2022-02-04T19:00:00.000Z,39,867,4,18,1536,73,43,6,63,164,29,22,18,117,11,37,30,28,11,72
2022-02-04T20:00:00.000Z,37,230,1,15,2648,21,62,4,51,132,18,8,12,419,5,30,26,38,8,48
2022-02-04T21:00:00.000Z,46,132,2,15,4991,16,51,9,29,158,10,31,11,413,4,30,9,28,10,35
2022-02-04T22:00:00.000Z,14,125,2,20,2233,11,16,4,29,111,8,41,4,486,4,26,10,7,8,46
2022-02-04T23:00:00.000Z,16,76,0,4,2218,10,31,1,34,114,11,7,4,166,0,9,2,7,1,17
2022-02-05T00:00:00.000Z,4,43,0,6,788,7,7,2,21,47,2,2,1,72,0,10,3,11,0,17
2022-02-05T01:00:00.000Z,5,36,0,1,396,7,9,0,6,34,1,2,1,42,0,3,3,2,0,11
2022-02-05T02:00:00.000Z,3,13,0,1,255,5,7,0,14,29,0,0,1,13,1,2,3,1,0,9
2022-02-05T03:00:00.000Z,0,14,2,3,133,8,6,2,6,16,1,0,3,22,1,4,1,6,1,4
2022-02-05T04:00:00.000Z,2,12,1,3,123,2,6,0,11,18,1,0,0,13,0,1,2,3,0,3
2022-02-05T05:00:00.000Z,5,15,1,2,141,4,1,0,5,19,0,0,3,16,1,0,1,1,0,2
2022-02-05T06:00:00.000Z,12,20,0,2,193,3,9,2,7,43,1,8,4,20,1,7,8,10,1,11
2022-02-05T07:00:00.000Z,27,40,1,5,238,4,11,5,4,553,5,8,3,41,3,4,7,12,2,18
2022-02-05T08:00:00.000Z,97,205,8,37,568,21,52,5,28,565,15,7,8,64,7,15,8,23,2,36
2022-02-05T09:00:00.000Z,63,147,3,33,420,56,26,2,32,486,5,4,3,57,1,41,16,27,5,90
2022-02-05T10:00:00.000Z,80,202,2,16,569,80,48,8,28,479,18,9,4,40,2,36,12,14,3,87
2022-02-05T11:00:00.000Z,53,261,2,18,604,41,46,5,28,639,9,6,8,46,2,67,12,10,3,107
2022-02-05T12:00:00.000Z,48,188,1,36,436,58,49,7,29,654,6,5,1,28,5,25,9,107,0,61
2022-02-05T13:00:00.000Z,60,90,1,37,279,46,28,2,30,583,10,2,2,21,1,27,11,92,1,48
2022-02-05T14:00:00.000Z,117,65,37,25,228,55,23,2,29,508,9,2,5,15,1,20,8,44,3,43
2022-02-05T15:00:00.000Z,379,76,10,79,164,25,38,3,36,375,17,1,1,12,1,8,58,37,3,41
2022-02-05T16:00:00.000Z,413,132,17,160,211,28,42,2,24,365,18,3,1,11,2,15,24,29,22,22
2022-02-05T17:00:00.000Z,1587,136,4,301,274,37,34,7,50,292,58,13,5,12,2,139,25,26,12,127
2022-02-05T18:00:00.000Z,1375,596,14,204,160,47,55,42,35,183,27,38,16,23,18,59,14,29,9,47
2022-02-05T19:00:00.000Z,681,1000,9,52,168,24,231,12,192,249,131,16,18,5,21,16,150,92,3,34
2022-02-05T20:00:00.000Z,444,2280,7,64,180,17,612,8,86,186,23,11,11,10,15,18,77,57,5,17
2022-02-05T21:00:00.000Z,225,1597,5,14,125,23,447,8,55,1010,16,17,7,4,1,10,77,40,2,26
2022-02-05T22:00:00.000Z,278,1110,6,9,128,15,644,22,35,1506,23,10,0,3,2,11,45,39,2,17
2022-02-05T23:00:00.000Z,129,327,1,11,79,18,280,2,50,618,21,8,1,3,0,6,40,36,3,10
2022-02-06T00:00:00.000Z,53,130,1,2,44,11,124,0,11,417,6,0,2,1,0,2,9,74,1,1
2022-02-06T01:00:00.000Z,26,83,3,2,24,3,65,1,19,215,7,1,0,1,1,8,10,45,1,3
2022-02-06T02:00:00.000Z,15,43,0,3,20,3,41,1,14,136,4,0,2,0,1,2,3,14,1,10
2022-02-06T03:00:00.000Z,12,28,2,0,19,2,8,1,11,104,5,0,2,2,2,1,4,42,0,2
2022-02-06T04:00:00.000Z,8,16,3,1,14,1,24,1,9,82,6,1,1,0,1,1,2,18,1,6
2022-02-06T05:00:00.000Z,22,30,2,2,14,1,37,0,11,54,5,1,1,0,0,3,4,9,0,4
2022-02-06T06:00:00.000Z,25,55,1,2,23,5,28,2,10,65,7,3,4,0,3,5,18,15,9,9
2022-02-06T07:00:00.000Z,53,127,3,6,29,8,64,4,28,120,5,6,3,5,5,13,36,34,13,16
2022-02-06T08:00:00.000Z,144,147,15,7,144,33,89,22,66,251,17,22,20,7,17,51,61,49,23,53
2022-02-06T09:00:00.000Z,175,196,26,24,136,42,92,28,119,235,27,30,58,5,42,43,76,76,25,47
2022-02-06T10:00:00.000Z,163,184,40,12,138,38,89,37,69,442,29,21,56,4,21,50,122,116,65,50
2022-02-06T11:00:00.000Z,39,40,6,13,328,3,45,7,53,116,10,8,9,0,3,12,165,20,160,16
2022-02-06T12:00:00.000Z,99,212,38,12,305,64,77,38,124,288,24,33,69,17,29,65,394,125,262,58
2022-02-06T13:00:00.000Z,89,143,145,14,194,155,46,59,547,300,98,190,101,15,127,52,774,59,412,97
2022-02-06T14:00:00.000Z,82,81,107,40,146,121,52,44,786,307,208,116,78,4,80,52,314,70,333,217
2022-02-06T15:00:00.000Z,76,75,588,9,152,326,47,113,2746,245,391,150,177,5,90,636,128,52,77,765
2022-02-06T16:00:00.000Z,61,52,564,14,292,270,46,188,1327,290,521,118,211,4,48,359,49,53,44,512
2022-02-06T17:00:00.000Z,60,76,187,28,179,115,39,114,678,291,209,106,104,6,61,372,48,56,40,509
2022-02-06T18:00:00.000Z,128,97,163,9,120,50,32,73,282,911,124,121,98,4,31,497,28,195,33,309
2022-02-06T19:00:00.000Z,189,87,99,7,86,43,27,65,337,1211,101,114,102,4,50,381,35,470,16,98
2022-02-06T20:00:00.000Z,245,127,58,7,79,21,28,17,202,4792,87,70,41,9,19,306,34,1159,22,54
2022-02-06T21:00:00.000Z,85,127,51,2,2701,15,12,18,125,3148,64,78,27,11,6,210,33,1729,14,39
2022-02-06T22:00:00.000Z,68,69,32,2,1267,10,16,17,140,2019,76,62,55,6,10,248,25,591,13,45
2022-02-06T23:00:00.000Z,27,43,17,2,1203,11,11,5,51,1234,26,18,32,3,6,89,6,253,8,15
2022-02-07T00:00:00.000Z,5,20,3,0,491,8,4,6,29,484,6,5,9,1,5,22,0,108,0,8
2022-02-07T01:00:00.000Z,11,9,10,0,209,7,5,0,19,400,5,3,3,1,0,14,1,68,0,13
2022-02-07T02:00:00.000Z,2,8,4,1,129,2,1,1,9,244,4,5,6,0,0,12,1,42,0,7
2022-02-07T03:00:00.000Z,5,7,5,2,107,6,1,0,4,197,6,9,7,0,0,13,5,28,2,6
2022-02-07T04:00:00.000Z,7,4,3,0,72,5,4,1,13,215,4,1,4,0,0,3,1,16,0,4
2022-02-07T05:00:00.000Z,4,20,3,1,107,4,4,2,25,202,12,3,3,0,0,9,5,35,1,2
2022-02-07T06:00:00.000Z,58,19,15,4,241,8,7,4,80,218,19,12,18,0,5,21,4,57,8,10
2022-02-07T07:00:00.000Z,66,33,27,3,214,9,39,2,71,254,19,6,20,1,11,50,1,76,8,17
2022-02-07T08:00:00.000Z,57,77,25,7,212,17,29,9,110,307,28,18,19,3,19,47,22,88,30,22
2022-02-07T09:00:00.000Z,49,56,12,4,380,13,25,27,122,185,49,22,21,3,6,64,39,102,29,11
2022-02-07T10:00:00.000Z,63,99,36,2,338,23,48,24,123,354,28,30,15,1,12,44,32,95,18,25
2022-02-07T11:00:00.000Z,44,88,52,7,349,16,29,33,93,293,37,17,26,3,7,89,49,79,20,19
2022-02-07T12:00:00.000Z,59,81,86,23,274,25,43,11,145,251,40,23,28,2,7,57,30,67,14,18
2022-02-07T13:00:00.000Z,111,55,31,19,192,15,33,7,340,222,17,16,37,1,8,53,31,56,4,8
2022-02-07T14:00:00.000Z,133,162,45,77,177,22,70,10,221,602,77,5,119,0,12,44,28,86,3,9
2022-02-07T15:00:00.000Z,140,442,40,87,150,44,56,6,143,553,91,36,123,1,11,31,15,62,11,14
2022-02-07T16:00:00.000Z,79,217,17,45,162,24,71,10,135,458,40,24,64,5,18,184,15,49,6,10
2022-02-07T17:00:00.000Z,58,152,19,23,185,12,88,7,111,691,32,10,36,1,20,134,13,95,18,12
2022-02-07T18:00:00.000Z,105,95,14,40,141,21,107,10,84,347,45,11,44,0,17,74,10,81,2,4
2022-02-07T19:00:00.000Z,84,153,9,33,118,26,87,22,70,1384,25,8,38,1,14,63,14,77,0,7
2022-02-07T20:00:00.000Z,57,57,16,13,149,17,74,9,55,940,21,4,16,0,11,47,8,47,1,7
2022-02-07T21:00:00.000Z,49,72,14,22,116,26,34,1,41,693,17,13,43,0,8,57,5,35,9,3
2022-02-07T22:00:00.000Z,25,41,9,15,110,14,22,4,138,429,3,9,8,1,2,28,4,21,4,1
2022-02-07T23:00:00.000Z,12,12,10,10,63,4,21,3,40,232,5,2,9,0,2,17,7,17,2,2
2022-02-08T00:00:00.000Z,9,22,3,12,44,0,15,0,9,130,4,3,9,0,0,7,2,11,0,3
2022-02-08T01:00:00.000Z,19,5,1,7,46,2,11,0,5,88,5,2,5,0,1,4,3,4,0,2
2022-02-08T02:00:00.000Z,4,8,3,4,17,1,6,1,11,70,3,1,3,0,0,6,3,6,0,1
2022-02-08T03:00:00.000Z,2,2,0,2,13,4,10,1,8,77,1,1,1,0,2,5,2,2,0,0
2022-02-08T04:00:00.000Z,8,5,1,7,14,0,2,0,9,48,8,0,7,0,0,5,2,1,0,1
2022-02-08T05:00:00.000Z,6,9,2,3,30,4,9,1,21,69,5,3,6,1,0,2,1,2,0,0
2022-02-08T06:00:00.000Z,14,23,4,6,17,3,9,2,57,116,3,3,6,0,1,10,7,6,0,1
2022-02-08T07:00:00.000Z,20,40,4,7,131,5,24,2,61,129,6,4,9,0,1,18,5,15,2,5
2022-02-08T08:00:00.000Z,15,74,0,5,121,3,19,1,44,149,14,39,7,1,1,19,7,21,5,2
2022-02-08T09:00:00.000Z,84,34,11,3,90,24,37,2,38,157,4,27,8,0,1,33,18,33,3,1
2022-02-08T10:00:00.000Z,34,32,9,11,73,9,30,16,31,136,11,19,12,1,2,23,12,45,1,22
2022-02-08T11:00:00.000Z,53,54,11,13,131,69,32,17,94,117,15,8,369,2,7,15,64,37,0,12
2022-02-08T12:00:00.000Z,57,76,5,8,118,38,29,12,79,116,11,24,270,4,4,12,72,36,3,11
2022-02-08T13:00:00.000Z,69,30,10,7,88,22,26,3,82,309,12,24,133,0,9,13,72,88,9,106
2022-02-08T14:00:00.000Z,49,45,12,23,123,28,17,6,54,327,15,21,90,0,7,26,34,51,0,34
2022-02-08T15:00:00.000Z,40,27,10,7,108,52,20,13,29,210,7,25,60,2,0,28,14,50,3,52
2022-02-08T16:00:00.000Z,43,64,8,36,128,109,41,6,417,142,12,15,85,2,6,23,46,32,1,32
2022-02-08T17:00:00.000Z,59,32,14,33,138,81,30,2,659,137,23,44,93,4,11,19,23,20,6,34
2022-02-08T18:00:00.000Z,20,29,5,5,684,151,53,5,126,128,15,46,63,4,7,15,27,33,4,37
2022-02-08T19:00:00.000Z,35,32,8,17,244,60,235,6,72,134,13,37,66,3,7,10,20,27,1,21
2022-02-08T20:00:00.000Z,28,35,12,3,149,46,349,8,35,103,5,14,40,6,13,11,12,14,9,12
2022-02-08T21:00:00.000Z,33,41,14,10,247,43,388,4,34,93,14,17,57,0,7,18,5,17,7,10
2022-02-08T22:00:00.000Z,28,42,6,14,548,34,182,3,51,81,16,20,32,1,3,9,8,8,4,13
2022-02-08T23:00:00.000Z,12,15,2,1,194,13,73,1,27,66,3,7,14,0,3,5,3,9,0,3
2022-02-09T00:00:00.000Z,8,13,0,3,103,57,54,1,4,48,0,6,11,2,0,6,1,14,0,3
2022-02-09T01:00:00.000Z,6,3,0,3,41,12,19,0,5,23,4,3,8,2,1,1,0,3,0,7
2022-02-09T02:00:00.000Z,8,5,0,4,25,7,7,0,0,20,3,0,5,0,0,0,0,8,0,6
2022-02-09T03:00:00.000Z,2,5,0,0,27,5,45,0,2,16,0,1,4,1,0,1,0,2,0,3
2022-02-09T04:00:00.000Z,5,9,0,1,37,16,19,0,8,16,1,0,5,0,1,0,1,5,0,2
2022-02-09T05:00:00.000Z,3,6,0,0,59,17,21,0,16,34,0,4,8,2,1,1,0,3,0,5
2022-02-09T06:00:00.000Z,12,10,0,3,94,34,26,0,12,37,3,6,9,1,5,1,4,1,0,5
2022-02-09T07:00:00.000Z,10,21,0,9,356,73,48,0,13,48,4,11,12,2,2,5,3,4,2,6
2022-02-09T08:00:00.000Z,13,15,0,5,252,105,68,2,70,50,9,19,16,4,3,3,9,6,5,9
2022-02-09T09:00:00.000Z,19,27,3,8,215,97,45,2,54,149,12,70,26,7,8,47,27,8,6,21
2022-02-09T10:00:00.000Z,18,22,2,5,250,88,61,2,59,180,5,60,24,2,8,14,17,6,11,31
2022-02-09T11:00:00.000Z,26,30,3,11,214,106,67,3,48,232,13,30,24,2,5,50,19,13,16,36
2022-02-09T12:00:00.000Z,34,41,11,25,446,91,81,1,79,254,22,73,44,4,12,21,30,194,5,15
2022-02-09T13:00:00.000Z,20,30,4,14,333,46,65,3,43,410,12,77,25,2,8,29,8,66,2,14
